observation.state,action,timestamp,frame_index,episode_index,index,task_index
"[35.917, 13.489, 59.868, 65.405, 12.015, 123.221, 0.0, 0.0, 0.0]",,,,,,
"[35.917, 13.489, 59.868, 65.405, 12.015, 123.221, 0.0, 0.0, 0.0]",,,,,,
"[15.931, 23.381, 59.552, 25.828, 1.242, 107.597, 0.0, 0.0, 0.0]",,,,,,
"[21.318, 15.099, 55.789, 81.257, 19.506, 161.138, 0.0, 0.0, 0.0]",,,,,,
"[24.46, 5.389, 78.357, 88.531, 30.73, 225.816, 0.0, 0.0, 0.0]",,,,,,
"[29.465, -7.483, 108.139, 65.294, 32.551, 244.987, 0.0, 0.0, 0.0]",,,,,,
"[29.589, -6.116, 117.862, 54.952, 34.411, 257.242, 0.0, 0.0, 0.0]",,,,,,
"[47.13, -16.345, 114.169, 48.276, 45.729, 240.919, 0.0, 0.0, 0.0]",,,,,,
"[34.750, -42.887, 119.316, 115.824, -89.269, 183.955, 0.0, 0.0, 0.0]",,,,,,
